etat_ordinateur,marque_ordinateur,prix_ordinateur,adresse,image_ordinateur
NeufHP,ORDINATEUR PORTABLE HP 15-DW1495  15'6 IC 4G 1T SATA,218 500,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46e8a32583e23103da8f44966a4be85f/-/horizon-files-prod/ed/picture/q8v47mmj/237c7d70f35d25d956259c480025ce586c492d07.jpg
VenantMicrosoft Surface,Microsoft surface 3,125 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e52190474e6ae7a94e110f2bcf8dd236/-/horizon-files-prod/ed/picture/q0g75x4z/6cc8964b9b1b5a30c8f94256d4a0a12cd010a143.jpg
VenantDell,Bureu dell i5 disk 500go rm 8gb ecrn 22p+wifi,75 000,Keur Massar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/97d01477b9157b786553db5c256b8b9f/-/horizon-files-prod/ed/picture/q44nmpvv/aeaf3104aca2e9c686d6b99bd6a9d09aa887c87c.jpg
VenantDell,UC mini Dell optiplex core i5,55 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0f71f6a47c34764912b0f9dbfe3b4965/-/horizon-files-prod/ed/picture/q0gw4jzd/c1334c0978975b1855995b03d6ff84ce4056bd4f.jpg
NeufDell,Dell précision 5540 i7 4k 1to/32go tactile,390 000,Derkle Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba4681683e7a28d18748dea454ca8948/-/horizon-files-prod/ed/picture/q44nmzjv/e120612642381aa23885f1d224cdf9b17aa934b6.jpg
VenantLenovo,Lenovo Miix 520 2 in1,150 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e1537c8a74f9bc35b4cb8e38889ee954/-/horizon-files-prod/ed/picture/q78wqjpz/0f1f7ea3bb6902823dc8a4dbe6dfb200cd753687.jpg
NeufLenovo,LENOVO THINKPAD P14S I7/16GO/512SSD/NVIDIA,380 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c99f818985c8ee2a349a9089cbbf8d54/-/horizon-files-prod/ed/picture/q6xdwg98/5cddbc0ba08d6807a09997a3a98cac9aab9b4dd1.jpg
VenantHP,Ordinateur de bureau Hp 400G1,90 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f85facb565ec6da1e3aa27e4253fa98f/-/horizon-files-prod/ed/picture/qrz2jdrj/ac400bb17c36496251dbf37bf47cac0fdaf39514.jpg
VenantHP,HP PROBOOK 450 G8,250 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af91fd3f30282004f7bf85cadd64922c/-/horizon-files-prod/ed/picture/q9mj27qj/c3ac31e43332cd08b1cc09b6d94d1ad56458e09e.png
VenantDell,Dell  All In One Optiplex 7450 | i7,225 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eaf930e471ab0d1cc2abcc4b692dc269/-/horizon-files-prod/ed/picture/qngx8ddr/bdcb258cfd9651e91f424cc5d6d779fdd73f63bd.jpg
VenantHP,Hp All in one 24pouces 2023,"350 000

375 000

Économisez6.7%",Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b226a6c7844b44f31596a29c9982b086/-/horizon-files-prod/ed/picture/qj4q75z8/dd167bc359b711cdebcb30a75977585f47949c80.jpg
VenantHP,HP ELITEBOOK 840 G5 & G6 TACTILE 14” PROMO RAMADAN -18%🔥,150 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ea0e8e2d3adff3826dd2abcd3129586/-/horizon-files-prod/ed/picture/qzvdkwzk/885cf83f864227e0708dbf49ecf7c8c2c1a89b0e.jpg
NeufMicrosoft Surface,"Microsoft Surface Pro 11e édition 13"" Snapdragon x Elite",950 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0b242b0fef83e1595690898863b195c/-/horizon-files-prod/ed/picture/qv4w00g2/6f1d1655b7bd3336f74a34d28ed3211d59ac14cd.jpg
NeufDell,"Dell Precision 7000 7680 16"" Mobile Workstation I7 13TH",850 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5600eb1c18302651687c2c7b166109d9/-/horizon-files-prod/ed/picture/qpdm4m7r/25e972359f4950e55685075ed9697ccd63b4fa97.jpg
VenantHP,Hp probook 440 G7,175 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46f2928a0f4d528a23e16fcc54874820/-/horizon-files-prod/ed/picture/qrz8x44m/ae388f6010a97b4ff9823942e083edeb0a1aa7ad.jpg
NeufMicrosoft Surface,Microsoft Surface Laptop 7 Copilot+ / X Elite /16GB / 1TB,750 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3ca42e99bfb8e65491d1cff30a7b3a0/-/horizon-files-prod/ed/picture/q9mjvjw6/143c928bfcdf5f7f2456e53e88532d8ea905bb08.jpg
VenantHP,Hp elitebook 845 G7,330 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d91fe727a8d2227978a6536230274c1a/-/horizon-files-prod/ed/picture/q8v49dm0/c3d5ec159b5327dae0bf2a936a22a829420894b7.jpg
VenantLenovo,Lenovo Thinkpad P14s,420 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0b41e7cde45d0660f5180016e553059/-/horizon-files-prod/ed/picture/q6xdmvgd/79720515ab87ab9265eb786ce5c74071c36f8841.jpg
NeufApple,Macbook Pro 2019,"325 000

345 000

Économisez5.8%",Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c15430f7bed67fcbd0d043b67ff2d3fd/-/horizon-files-prod/ed/picture/qde7pev4/a404660ffd8a8c6f96020fb54e493540a95f69e5.jpg
VenantDell,Ordinateur Dell 3300,90 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2dc3c62f361e5426073017cd43c85e00/-/horizon-files-prod/ed/picture/qq42k5e7/0e7bc5edd4b8d1e936c660c195535689eca0b29a.jpg
VenantHP,Hp Probook 640 G5 8e Generation,230 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/faa081ccdf8825f326b663318786d46c/-/horizon-files-prod/ed/picture/q9mjrdw6/9ebbd4d12acd5bd0ae3058fa4eee2ace81e22ecd.jpg
VenantApple,MacBook Pro Touchbar i5 2018 13 pouces,370 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cac34f559921801ecb08d23b51199f5/-/horizon-files-prod/ed/picture/qde76z75/515974a9c4ba100876278db1446d42fd930b2998.jpg
NeufDell,All in on Dell OptiPlex 7440  core i5,180 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8016317bfdbca3bc23761628973a3fc0/-/horizon-files-prod/ed/picture/qpdmq6w2/59deba76648a9cefad00baedd3b5fdf7304f54c0.jpg
D'occasionAutre,GIGABYTE AERO 17,750 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a8fd40139b4c4354dcec17041c87f1e/-/horizon-files-prod/ed/picture/q78wdz7q/3a832b11edaf3c631745be0bd1332e0bec43b994.jpg
NeufApple,MacBook Pro M3 2024 scéllé,1 300 000,VDN Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84755951981e159ca9d51b35010af33c/-/horizon-files-prod/ed/picture/q0g7k64j/ef021770b7c9b287de3f73429351058bb7c4c203.jpg
VenantLenovo,Lenovo X1 CARBON tactile,300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8bc890234d4c629bd85902cb8578a9f/-/horizon-files-prod/ed/picture/q6xd8004/fd3400338e539fe158057a34432a8333af86bb89.jpg
VenantDell,Dell inspiron 3521 core i3/6ram/500gb,60 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d17a26a2f5373042cec733a29e8689a/-/horizon-files-prod/ed/picture/q9m9e50w/9d8b72a1e46dda84efedb3cf474b60082b151d6a.jpg
Neuf,MSI Summit E13 I7 32GB RAM SSD 1TB,950 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5264c7d1dfc3121690cce6b8c36f0434/-/horizon-files-prod/ed/picture/q6xdjmrg/a9d8310e4ad9a310bdaacdf1179abd4d0b63581d.jpg
VenantAcer,✅ Acer i3- 8Go Ram- 256Go SSD,100 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/97063a607527fce7ad87a8867c49f5f9/-/horizon-files-prod/ed/picture/qm5gjzq6/ec0e7f7136ca4566985df9673cdffae0cff245b8.jpg
NeufHP,"HP 14-cf2222nia i7 10th Ram 12Go Rom 1To Ecran 14""",500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/792d7063da0291e899fdb67d746ea509/-/horizon-files-prod/ed/picture/q0mmrw8/9c1360961deb94a1981d921a50cdcf5ca1e40daf.jpg
VenantHP,Hp EliteBook 1040 g7 i7,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0f38436ff8ac319f257993bd2a914d2/-/horizon-files-prod/ed/picture/q2j0v6xk/83ddf05b91ef3d9e77036a301786e6ffeba2aae6.jpg
VenantApple,MacBook Pro TeachBar 2019 cor i7,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c297af91ee7ec367a9c4b7c2e15beb13/-/horizon-files-prod/ed/picture/qq425nep/93bfea21980783e2de042913a5f0497dafdb0dbf.jpg
VenantHP,Puissant Gamer HP Z840/56threads,650 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/33e3875d8550f75cf095482cff2f37cd/-/horizon-files-prod/ed/picture/qj4qzw5g/49f3dce42b60984d99b9d5cecdf782f4baa2dcff.jpg
NeufLenovo,Lenovo T14 Gen4 Corei7 Ram16 13ém Génération,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4139790002727cafc099d734bbeceb4/-/horizon-files-prod/ed/picture/qkr8zr6j/7a6f40393db587ea5c28f3f7b98de14b08a8f8b2.jpg
NeufLenovo,Lenovo X1 Carbon Gen10 Corei7 512ssd Ram16 12Th Gen,700 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae843d0c4e3d3ff99d956afff75a1af8/-/horizon-files-prod/ed/picture/qzvpkjpr/57809d7e1810053ebbb1406d363ad7311709486f.jpg
NeufApple,"MacBook Pro 14"" M4 Pro 1TB SSD 24 Go RAM Puce",1 600 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92658e08a62a7d7a90cf1ba4ec87b816/-/horizon-files-prod/ed/picture/qenv7rp9/e567ec2d1df2d25917ca92f17ac1b7e33685ac65.jpg
D'occasionDell,Dell core i7,150 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f91e8987ab439424f00d1e5e135cf806/-/horizon-files-prod/ed/picture/migrated/qn7w449/14e7a2246da63ebff6b3efee49f4c7c575c71d4f.jpg
RéconditionnéHP,Ordinateur Portable Hp Elitebook 820 G3 i5 Tactile,110 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6ee7c36a75a9cbe6e11157fef83c2ad/-/horizon-files-prod/ed/picture/q8vz7jmp/eabe2cd6f9a9b94e51baa948203063c68637c128.jpg
VenantApple,𝗠𝗔𝗖𝗕𝗢𝗢𝗞 𝗣𝗥𝗢 𝗥𝗘𝗧𝗜𝗡𝗔 𝟮𝟬𝟭𝟯 | 𝗶𝟳 | 𝟭𝟱'',175 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6fbac48a1f7459160c9428ea6779d04c/-/horizon-files-prod/ed/picture/q9mjq585/5b244089abea1263394d581b616f195d35a73cf8.jpg
NeufHP,"Ecran HP 32F Display Full HD 32"" 1920 x 1080",225 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b98144c257f89a42f34add64fec110a/-/horizon-files-prod/ed/picture/q56d2vmx/5907742ff1bdb986ea042845f6705d57b6746d0e.png
NeufHP,Hp EliteBook 840 G6 Corei5 256ssd Ram8 8Th Gen,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb5be9a5eb7037762a1ad0f7479090ca/-/horizon-files-prod/ed/picture/qj4qwk7v/d204176fb94ad6a759721d80db5b753276853033.jpg
NeufASUS,"Rog Flow x13"" RTX 4070",1 200 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec168164a91fb7b6b6233c9f8f370528/-/horizon-files-prod/ed/picture/qxjp7qk4/4f542e06bd0463796c572663fd54378383166d3e.jpg
VenantToshiba,TOSHIBA TECRA CORE I5,190 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe55d02ca6df924f6c2ba2ec22dccdf8/-/horizon-files-prod/ed/picture/qv4p76gk/f357f5cb00b64b84f1df5ee872238047795c073f.jpg
NeufHP,hub USB c type c adaptateur,15 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4eb70c2843bc69150e6ed89901aa247/-/horizon-files-prod/ed/picture/qgq9drne/b5bd9782cc485eabb80543197bc3d9a708b517e9.jpg
NeufHP,Peomo☄️Hp EliteBook 840 Corei5 256ssd Ram8,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/019c3e5922216bc724fc5ddd2ee1c367/-/horizon-files-prod/ed/picture/qj4qwm7w/707a2260230bc14e8f68d6afe35b456dedaff921.jpg
VenantHP,Vente ord portable HP EliteBook840i5/256GoSSD+1ToSata,165 000,Almadies 2 Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a1e5370e84c6c3131206c74fa20ee493/-/horizon-files-prod/ed/picture/q2j0vmvp/751c4904595d4767856093367233ec43f6a3a126.png
NeufHP,Hp x360 11 g3 tactile et rotatif,100 000,Amitié Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1256cfa1b93698f0cef3c1ccec387a48/-/horizon-files-prod/ed/picture/qwep82z0/2df4a08bc55130d5135777ff5ce2af7fec3e0c22.jpg
VenantHP,Hp Elite DragonFly x360 i7,340 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8a026d1d8a04e5a8db20e3c1434885b/-/horizon-files-prod/ed/picture/q78wjrjg/c1009b181e81ec7a63dd499477aa1cbd5e0c5290.jpg
VenantHP,Hp EliteBook 840 G3,135 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dabbba78d8eb5671e56236588c8e1556/-/horizon-files-prod/ed/picture/q6xd9kkz/01b6e2912123dc148690777f2ca9205729c120ad.jpg
VenantApple,2024 Mac Book Air Puce M3 ssd 256 Gb Ram 16 Gb,690 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d077649f1ff414d730458e9d3a5d366/-/horizon-files-prod/ed/picture/qgqw0nzk/33dc6907c9b0cd17f5c18a92a69649bd96411d08.jpg
D'occasionHP,HP PROBOOK,60 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf14e6fd34028babbe1b6511360f7a98/-/horizon-files-prod/ed/picture/q0g7vx7j/d97de12770f8fde5d647744b37e6a93270c5af4b.jpg
VenantApple,MACBOOK PRO 2017 512GO RAM 16GO,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70ebffbf3ba0eb62562879ea296f72e6/-/horizon-files-prod/ed/picture/qgqwdnrk/74945e7d1a2f2b99938f0cc742cb6c19d0f6cca4.jpg
VenantDell,Dell latitude 7490 i7 8th Génération Tactile et non Tactile,185 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb6608c6e923252e65e2e2a78b54c5a2/-/horizon-files-prod/ed/picture/qj4q50zr/da5473a49170e923344e9c120f82b3b01cd366c1.jpg
NeufHP,HP 15S-FQ0008NIA INTEL DUAL CORE 8GB/512GB SSD 15'',210 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e756784b10b2cc1f742c70c074e9930/-/horizon-files-prod/ed/picture/qenvmzp2/062075585f306485b92df998b63c1d271915c5fb.jpg
NeufApple,MacBook Air m2 disk 256 ram 8,450 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/001d12cb568be2595060298f2a404a5d/-/horizon-files-prod/ed/picture/q0g74n8d/685d7307e57568e65dbb090d0005ed0bc34be351.jpg
NeufApple,MacBook Pro 14” (2024) – PUCE  M4 Pro,1 500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/26deeb7d3c30a50fbf1db1692566f64e/-/horizon-files-prod/ed/picture/qgqwk8x9/a77ec9b6e1505a67c174dc3256af6e846208e6c9.jpg
,MacBook Air M3 2024 Starlight Ram 24Go | Ssd 512go,890 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f38ca92a1bf7b19ee1f561d93349e697/-/horizon-files-prod/ed/picture/q6xdzek6/9e0b65899ef0c4c446874d1753677b6d4278efa0.jpg
NeufAcer,Acer Aspire 3 I5-11Th/12go/512ssd,350 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f01bce6bb35040fe630f5f80e1e9d183/-/horizon-files-prod/ed/picture/q0g7xkww/4dadd0be6f1d50639bfe8b6a20cef8018c08a7b7.jpg
VenantApple,MacBook Pro 2015,170 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dced6c98aefa8585c04db8e39436ed3c/-/horizon-files-prod/ed/picture/q44n2qpm/d8f6438edc179032b6609c8a8cceb259c21ccae6.jpg
D'occasionHP,Core i3 + 19 pouces,45 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc8017df7cdc25b2c0bb2a57639f776c/-/horizon-files-prod/ed/picture/qvqr2vm/a645d897d57152ff9055842139579f9e61fd3fbc.jpg
VenantApple,MACBOOK PRO 2018 CORE I7,325 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7d0da4f93c3f676763872930084a6ec/-/horizon-files-prod/ed/picture/q44nv42m/ae59d48686549d5929d4c6ea6e6325f261de8de3.jpg
NeufHP,HP Elitebook 840 G11  Ultra 5  scellé,"650 000

700 000

Économisez7.1%",Zone de captage Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f07409b0b938a1855956a69f150320e8/-/horizon-files-prod/ed/picture/qgqwjkdk/eeea4bd8e44317eac216fd7b9964bc798f040a9e.jpg
VenantHP,Ordinateur portable,150 000,Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9f83f33d1a607cbf0958284f05fbfb1/-/horizon-files-prod/ed/picture/qm5gk8qg/fc237e533217f6867d53b812c7e91f20bc896d95.jpg
NeufMicrosoft Surface,Surface pro 7 I5-/8go/256ssd,275 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4c327e645c2f7a67fad391fa527a220/-/horizon-files-prod/ed/picture/qpdm6jkm/10046b3f4785b2716fd9f196312345af083c4f37.jpg
NeufASUS,Asus VivoBook 15,320 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af02b00f28e26cf323cacc4ec75af3f5/-/horizon-files-prod/ed/picture/qwep97zd/68770a59bda3f4800789395afe11b696f84f08ce.png
NeufDell,Dell 7420,235 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/565be9fae460cded5bbffe74b55f286a/-/horizon-files-prod/ed/picture/q6xd222v/1d2b6e5013773d68a4459f45f7f5a42a8e95d5dd.jpg
NeufApple,MacBook Air 2017,195 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d126863844b9de220b12aa5223df166a/-/horizon-files-prod/ed/picture/qrz8mpzj/5e1151243ed7ff3745a21398f553a3a37b467cb6.jpg
VenantDell,Écrans pc HP et Dell 24 pouces hdmi,60 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a5ec48bc59deec98f5a79b33e915ce1/-/horizon-files-prod/ed/picture/qxjpnw24/c726546c9044580a1c438f2772d600a8f32457cc.jpg
RéconditionnéLenovo,Ordinateur portable Lenovo promo,89 900,Gibraltar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75bc865037d5b88f1111e16710d8f6da/-/horizon-files-prod/ed/picture/qm5g9z7q/a56d6fa6a2c26109d66c22c6e653f75cb842ddce.jpg
VenantApple,Imac 2017 core i5 processeur 3.00Ghz RAM 8go,315 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0890374062304c6a757f5e86bb516a62/-/horizon-files-prod/ed/picture/qde728pm/8ca27c2a79d5a05cee19005c7b966895c6c0f1d8.jpg
NeufDell,DELL LATITUDE 5520 I7 11 ème 15 pouces,325 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f43f9be62e5552ff6ebc0d20feb4a85f/-/horizon-files-prod/ed/picture/q7852epg/d59f21272051d1162814ed8f2c8100506af044a1.jpg
VenantHP,Ordinateur Hp Core i5,149 900,Gibraltar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ee97ece11279eae541efdd8318f1915a/-/horizon-files-prod/ed/picture/q9mjze9w/3201bd07cacb34a4aa9d6121360d5c1a73d031ee.jpg
D'occasionHP,Core i7 23pouces,90 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f7ead334c07e95017e2e72afc94bc27/-/horizon-files-prod/ed/picture/migrated/qwg5nxd/c4fc2e09e042c79ae8ecb5703622969bb286c444.jpg
RéconditionnéLenovo,GAMER LENOVO P52 CORE I7,300 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be27d7a4c814a910fe2cf495b942d673/-/horizon-files-prod/ed/picture/q785v2x8/70ebdd9e76b4344e75a119d5d26420e6acfaf25a.jpg
NeufAcer,acer NITRO 5,800 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3fab440497dfcc09228dc4434f4f7a78/-/horizon-files-prod/ed/picture/qxjpmmmz/74af56f4f2e711f3733a301ef0f4183b88290988.jpg
NeufDell,🚀 DELL XPS 15 9500—10eme gen—GTX🔥,475 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4fbf2a61d8c5607108d935343757be6f/-/horizon-files-prod/ed/picture/qde7p6x7/98dd88c8ef46d49ef98a519ef2dcf1a3e0054470.jpg
NeufApple,MacBook Air M3 2024,750 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5dbe14cb1e76acf2b01651cc8e55f963/-/horizon-files-prod/ed/picture/qkr8kqrn/705facc0678dab9edc54dbb75ad6a54f984d33d9.jpg
NeufSamsung,SAMSUNG GALAXY BOOK3 X360 I7-13GEN/16GO/512SSD,550 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/960595f67ec3c4506e6a5d56bcf873a6/-/horizon-files-prod/ed/picture/q9mj684n/d91d6ca4f338da8dbbd30d9d390e5404873d4458.jpg
VenantHP,HP zbook 14u G6 tactile,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/26788a6657d5c5124219c7b8d7831369/-/horizon-files-prod/ed/picture/qv4w5z9w/a60da786e3d15c4056ffdacbb8b3a494b5907ed1.jpg
VenantDell,Gamer/Architect Dell T7910 56 coeurs,490 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b59a4aa7b9cc6eea780495132e30e89/-/horizon-files-prod/ed/picture/q8v4xdrn/c4a48007a0c5d9619a2bcd06a555f11137c55a61.jpg
VenantLenovo,Lenovo thinkbook core i5 11th gen,199 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e702d784ea86862cc053fbb5fe1882dd/-/horizon-files-prod/ed/picture/q44nq502/66ac56853b189c3986def505f864e97f6cc5b87b.jpg
NeufHP,HP ZBOOK FIRE FLY I7/16GO/512SSD,500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c6e1f4573dd8184d3ebf3e57b7b48858/-/horizon-files-prod/ed/picture/qzvpkv7g/7310844ce0ae4027da7c96ad850edd0ccf1254bf.jpg
NeufApple,Mac Book Air Puce M3,650 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dd55cd3d16199081f9e63cd5a5ec8108/-/horizon-files-prod/ed/picture/q6xdjdrv/71769d500162d0c2d5b75f2a746c5a8992591174.jpg
NeufHP,Promo☄️Hp EliteBook 840 Corei5,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/116e82cefd090139b9beed8b441d491d/-/horizon-files-prod/ed/picture/qrz8k54m/82fd7d464562ff1906d79eb7e6ec96dbe40b0b36.jpg
VenantHP,hp 360 tactile 1040 g6 core i5 8eme,185 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fcd7f54b20911067d794b99989a39e9b/-/horizon-files-prod/ed/picture/qxjpmpnn/90d620fd5617dd4648ad77377d008e4369d20c47.jpg
VenantDell,Dell Precision  5540 - I7 9th | 32GB RAM | 1 Téra,400 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2382674c698d6e398773b6b2f4b51484/-/horizon-files-prod/ed/picture/qrz8xg0j/7289b91ecdf629b764c6f621e3aa71716c526371.jpg
VenantApple,MacBook Pro 13 pouces Icor 5  ram 8 disk 256 Touch Bar,315 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b716958679e5ccc129075d19c6977d55/-/horizon-files-prod/ed/picture/qrz8mxzx/d817e5f8e99b223e68becb193646e8fb78f1b08c.jpg
NeufApple,MacBook Air 2022 M2,515 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9ed267026b425aa0ca58b3bd63184c5/-/horizon-files-prod/ed/picture/qenvzg59/1b076a88aad82a63df37ca6c4b8e224c71f57cab.jpg
VenantLenovo,Lonovo t490 i5/512Go/16Go,190 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d87401ad4b2c7d896644583575587654/-/horizon-files-prod/ed/picture/qkr8d048/d661f8429c32d7b9e3feb150c6de08deaa255c19.png
VenantHP,All in one HP pavilion 23 écran tactile,90 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/349e1ad3e5db643c165d369ebab604ec/-/horizon-files-prod/ed/picture/qxj2rkj0/7c5163a1562467a67f4b91b29df7ceda6bb057a3.jpg
VenantASUS,ASUS ASUS ZenBook,550 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13418b7bb76ebd54c0b20f69999e517c/-/horizon-files-prod/ed/picture/qq42r58k/4c096105b1db983b40627a018df62367f8ad1131.jpg
NeufHP,CAISSE ENREGISTREUSE TACTILE AVEC APPILCATION POINT DE VENTE,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83f0386f211d11b2952b3e40a2c8bf6e/-/horizon-files-prod/ed/picture/q8v4m8e0/ba82cc9555c9096589715692f215e082a3ea9502.jpg
NeufAutre,Clé USB bluetooth V5.3 Dongle sans fil pour PC,4 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae9615dd485de0f7258c4c130a07b051/-/horizon-files-prod/ed/picture/qv4p07zg/45532ecf14937f7315d8d43d45646eca2fed94a2.jpg
