details,etat,marque,prix,adresse,image_lien
Huawei nova 31 128go ram 6go,Neuf,Huawei,49 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c14be83b38488e0e3f3e068846cb1c05/-/horizon-files-prod/ed/picture/qzvp929n/36e8ff1c1ee8e0484dbfb92440043f6c6181e0df.jpg
"Samsung Galaxy A06 (4GB RAM, 128GB ROM)",Neuf,Samsung,65 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66cbb0e0f7cbd8ab80af92eb9dc4af54/-/horizon-files-prod/ed/picture/qv4wk8mj/fe37aefdf6f51e328fd065c7021350d45bea1f55.jpg
Huawei p30 pro 128go scellé,Neuf,Huawei,120 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f692a71da3b94662440daf70ba5a6cd/-/horizon-files-prod/ed/picture/q2j0r2we/95daa32d16b46b3a899a65ee378dec4c06739353.jpg
Iphone 16 Pro Scellé 🇪🇺 SIM Physique,Neuf,iPhone,665 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e149314a7ba4ab49c6c25a0758f4f56c/-/horizon-files-prod/ed/picture/qwep957j/2b0b6b5ec4adb7767637363e20b1350ceb245756.jpg
Redmi Note 13 Pro - 512Go Ram 12Go,Neuf,Xiaomi,220 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e7f4be702e5ec8e29f56833a23c23e5/-/horizon-files-prod/ed/picture/q9m928gx/97f40bac8eb6a2dc3b55c278be48d85926ea9e52.jpg
Huwaie P30 Pro 128GB,Neuf,Huawei,145 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e151e5eea594ed575c036c7c83179ec/-/horizon-files-prod/ed/picture/qngp049z/26e327013469ac8b715ab31cb45268e48b1495d4.jpg
16 Simple 128g Sim physique,Neuf,iPhone,550 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ebcb224eea58ecda305bc78826ecaa5/-/horizon-files-prod/ed/picture/q2j0x4q2/9d9aedccc573d827ed7e4be7de806c2b8db3907e.jpg
Pixel 9 Simple 128,Neuf,Google,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/086cb93f282add5ced3c5f54ee7d4436/-/horizon-files-prod/ed/picture/q78w6ng5/066c9c09f568ca5de6744af3a77b0b81a066118b.jpg
Samsung Galaxy S25 ultra,Neuf,Samsung,770 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df1290feb3eb7550bf7b94338bf250fa/-/horizon-files-prod/ed/picture/qv4wjnev/157055d7fa52f0378fdea6ccd0a8c562755a63f7.jpg
A55 256GB,Neuf,Samsung,199 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d9996c55eadccf45a7b466568affe8a/-/horizon-files-prod/ed/picture/qq42rmmw/b68241941bb727961a3c15d2eb47007a5c46b661.jpg
Pixel 9 128GB descellé,Neuf,Google,399 900,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/655f798bea472e1ef613bc96608c3a1c/-/horizon-files-prod/ed/picture/qq428vx6/9d85a6ae6270781ddbd65741ee1cdd8bba91494e.jpg
Google Pixel 8a 128GB,Neuf,Google,280 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/730de2df52aa92cfad82c26802313031/-/horizon-files-prod/ed/picture/q78wjv8j/d08ed2b31af6099770e78c3a822b6a4bb893d428.jpg
13 simple 128GB,Neuf,iPhone,225 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96bb9c297f5f506a76551b7b8c23db7e/-/horizon-files-prod/ed/picture/qv4wjzrv/9f7b34b04f44848114608ca9b3d477d679b7745e.jpg
14pro max 128G,Neuf,iPhone,470 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afdf2b884fe32af0a9743c8301b7e844/-/horizon-files-prod/ed/picture/q44ngnxp/aa76c227e9e4b974b3564a41aa2893890a6d7894.jpg
Samsung Galaxy A05S 64Go Ram 4Go,Neuf,Samsung,65 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d26250b8902449b77414608e7fe8043/-/horizon-files-prod/ed/picture/q2jq2evd/1a07626b0c1859d278c0d1ee5ac05308cd050f19.jpg
"Iphone 16 Pro Max 256Go SIM & 15 simple, neuf scellé",Neuf,iPhone,799 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c55f07c4c2a7e240ce430d40a19bcaa/-/horizon-files-prod/ed/picture/q44ngww4/f17b70e17d082ef0ec09607a56991109b87acde3.jpg
Google pixel fold,Neuf,Google,400 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ab24dc27f68d32c27fd80b5b35aec2c/-/horizon-files-prod/ed/picture/qv4wj2qm/2dad616e3413295bfad62ba215b2d9fce14b4846.jpg
Xiaomi redmi 13c 256go ram 8go,Neuf,Xiaomi,70 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b3f5e5196aacef12229612c7eebb7d5/-/horizon-files-prod/ed/picture/qj4qg6ew/5d0b7e0d377c84ba38ad517387ec9e4c2e7caa88.jpg
Samsung Galaxy S25ultra 256giga scellé neuf,Neuf,Samsung,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff1dae174d87c44809ae07cc931751e3/-/horizon-files-prod/ed/picture/q78w6enx/be99d40efb9189e71d4c05c6c32e43156af8d7f4.jpg
Galaxy A 16,Neuf,Samsung,100 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e01010e6af2911f83387c90bcbefcbb/-/horizon-files-prod/ed/picture/qwep6v6m/b84ebc578fe756ed279052035a7a87a41103e960.jpg
16 Simple,Neuf,iPhone,600 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af174668fd9a301256282f9a82074711/-/horizon-files-prod/ed/picture/q0g74e6e/5f7d6334b52b10940fcd983a7ec4e6a7406aa15a.jpg
13 Simple,Neuf,iPhone,320 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73d4198ddb7f700dea8970165ae7c864/-/horizon-files-prod/ed/picture/q6xdjewj/34f81ea7863ca31fa08c2b65fbc2084078a78ed4.jpg
S24 FE,Neuf,Samsung,300 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5529b26ed1f78bc51738c6bbeb2e8287/-/horizon-files-prod/ed/picture/qpdm4z92/a207b73d22774bfbdbfdaf8586799e5557b0e2b2.jpg
Vente Samsung Galaxy S24 Ultra 5G,Neuf,Samsung,585 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf8eab4fbc939428da3711dabdedca08/-/horizon-files-prod/ed/picture/qde7ge9r/21119bcefec6efdd8a8bf25c94958be03d566da6.jpg
Vente Oppo Reno 12FS 5G,Neuf,Oppo,180 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c4c2a823f94885851b9a7c5c9abf2d3/-/horizon-files-prod/ed/picture/qj4q0er8/a5919d906dbff342d79bc1f2f4ebb49a8dad70ef.jpg
iPhone 13 128Go,Neuf,iPhone,280 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3f3d2d303449d1a891e8bdc6150f296/-/horizon-files-prod/ed/picture/qgqw6nde/9e2ebe8e7ed5e0ad241aa59343840afa26432573.jpg
Samsung Galaxy S25 ultra  1TB 1000GB,Neuf,Samsung,1 100 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37a1ce2cdd0825ec291ec5d33c22ffe8/-/horizon-files-prod/ed/picture/qngpq6v9/393f651ec1203ddd82661ace5da0c0095517d4e9.jpg
Samsung Galaxy S25 ultra  512GB,Neuf,Samsung,830 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/12c655f546e305b653d505a3877f8f54/-/horizon-files-prod/ed/picture/q9mjv72j/147c97943ee33529b8de2ea4832467dfd64195d9.jpg
Oppo A31 256giga Scellè tout neuf,Neuf,Oppo,95 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b92693013f3a96c8ac156730766f9d4/-/horizon-files-prod/ed/picture/qwep64j6/670604d65611cbdb906e3cef94ff8308fbb73929.jpg
iPhone 15 Pro Max 256 Bleu Titanium(scellé),Neuf,iPhone,700 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d3acc7a948c9129f7a92b3b644f54da/-/horizon-files-prod/ed/picture/q9mjv7rx/3907aacda87b7aedf546c6e2ccc4c95be160ce5b.jpg
galaxy  A53 5g 128gb 6gb neuf,Neuf,Samsung,175 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/54fcd802328a160f3a9084de987ebc93/-/horizon-files-prod/ed/picture/q78w62xm/376a5130e607bf641ede26fb93c2964597e9ec54.jpg
Iphone 16 promax 256gb neuf sceller,Neuf,iPhone,865 000,Nord foire Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f83a458d7e3934c1f0323e3511d35356/-/horizon-files-prod/ed/picture/q56dkjd0/8972706a825551c5e0f2acb3379d237e3d39a1d1.jpg
IPHONE 16 PRO MAX esim,Neuf,iPhone,850 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0942f5d2cc4a26c3d0255760ebab4dbf/-/horizon-files-prod/ed/picture/qv4wq28k/e9fdd0b5a6ab69d4b7bcab8515960b8b3ff8cbe7.jpg
Redmi 14c 256go ram 8 scelle,Neuf,Xiaomi,99 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/47951b1707f2aa789445b9e645f5f482/-/horizon-files-prod/ed/picture/q44ngk5r/c650ecd6f34cdf03fa7d2951588d264297093530.jpg
Samsung Galaxy Z Flip 6  512 (Go),Neuf,Samsung,600 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f94a7fc2c7e6a0a62807346f2e7f98c/-/horizon-files-prod/ed/picture/qkr8zj8v/079cf1bc216a82dbf7f40d5cb988e47613df27e5.jpg
iPhone 16 plus 128giga neuf scellé authentique,Neuf,iPhone,650 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc7ac4d74482d1f35fb54fa99da622ac/-/horizon-files-prod/ed/picture/q8v4777n/fa228d5d1e097adbd242c052f9172b516d1f18db.jpg
Redmi 14c neuf scellé 128giga 8giga authentique,Neuf,Xiaomi,100 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c6c1015c84cfd239154e8ace00858b4b/-/horizon-files-prod/ed/picture/qq42rrr6/4377c492232c4818903c9c0f7d77039c35814e87.jpg
Honor x8a 128giga 6giga neuf scellé,Neuf,Honor,160 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93c21a72d88d775fe7307ab60731e4a3/-/horizon-files-prod/ed/picture/qngpqqq0/ba8dd9e53bfeaeb04c166a8af963d09ad7097440.jpg
Huawei p40 Lite 128go ram 8go,Neuf,Huawei,75 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0886f96beeac6225f112cdb525e47e4/-/horizon-files-prod/ed/picture/qm5g0wn2/407aee512cb9894e99323ddc8fe6dae128463255.jpg
Tecno Camon 30 256go ram 16go,Neuf,Tecno,135 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9bc4ce3e152c606b83806631c9aa9866/-/horizon-files-prod/ed/picture/q9m970qw/d09f99a5b3157763d401c2c89ba1d0e49b53755e.jpg
Google Pixel 9 Pro XL 256GB,Neuf,Google,"700 000

849 000

Économisez17.6%",Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/146140eeca54496502eea5a5cc6821c3/-/horizon-files-prod/ed/picture/q78wj8zd/83249732b1a9e80c94716a097bae1f10d76528f8.jpg
Oppo reno 12 Pro 5G 512GB 12GB 2sim,Neuf,Oppo,295 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d8fef23dbc515fd5014c2a78858572b/-/horizon-files-prod/ed/picture/qpdmrdm4/8b804b4fbab5d7312a6d5acb24982cd4e30e0abb.jpg
Redmi note 13 pro + 256giga beug scellé,Neuf,Xiaomi,280 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f434a78e361fd5ede94e158175783123/-/horizon-files-prod/ed/picture/qwep66r6/c104a0085ace19dba7c179d6f5d4a6f0a47b0eca.jpg
iPhone 16 pro Max 256giga neuf scellé,Neuf,iPhone,840 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/34460aa47b94d6384d06741afcc29866/-/horizon-files-prod/ed/picture/qpdm4rej/89699a52178653757dcbb7d0de18efd6f54b5609.jpg
Oppo Find X8 Pro,Neuf,Oppo,850 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1836c16f4ad3bb76b188d42795ab90c2/-/horizon-files-prod/ed/picture/q6xd2x76/87e2ae11d9bdbf69fd10234f5201f18dc9178af8.jpg
Samsung Galaxy S25 ultra,Neuf,Samsung,830 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5131c02166cc8d388a917e145ee4e60a/-/horizon-files-prod/ed/picture/qgqw6g52/7b90ae8d68209c00679e72860d5041208d78faf3.jpg
IPhone 15 Pro,Neuf,iPhone,"660 000

760 000

Économisez13.2%",Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/253329c9caaa59f497afa74bb5d085f6/-/horizon-files-prod/ed/picture/qgq9886e/a44cbc948701e018f01f832426160f290467f9b5.jpg
Vente Motorola RAZR 40 Ultra 5G,Neuf,Motorola,380 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bedc4c03ca832d4b0ea61cf83c200715/-/horizon-files-prod/ed/picture/qj4q9ze4/338d3fb09bc71f6892ff0b57a0332e6e1ff25d0c.jpg
Pixel 9 pro 128go scellé,Neuf,Google,550 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3780385bce7e76cb6beacf86fd22df00/-/horizon-files-prod/ed/picture/qq422j2j/b0781b7e9363e16911d09854d26c65735302eaa4.jpg
Pixel 9 simple 128go scellé,Neuf,Google,419 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/239843b5859496f96a261771d04dd4cd/-/horizon-files-prod/ed/picture/q78w640d/097e23badb914661c98c003809be3e5b5f5e980a.jpg
Pixel 9 pro xl 128go,Neuf,Google,689 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5384fe164aebd4befd56ecebe72d20ef/-/horizon-files-prod/ed/picture/q9mjvxnv/94e7a069abcb65f68332d9d0584317ff313d55af.jpg
Sony Xperia 5V hors serie 128giga 8giga neuf scellé,Neuf,Sony,425 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07db684f181aae160e44bcb84604b761/-/horizon-files-prod/ed/picture/q9mjvx25/4d9f19592709a1d3091c6ee1212432336f65cced.jpg
Samsung Galaxy s10e 128go,Neuf,Samsung,80 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2efad4a25dd20acdbe3b1616685a3126/-/horizon-files-prod/ed/picture/qv4ejpem/7dd8e5a80b06852d0216573dd90d1cb6a05dec63.jpg
Iphone 16 pro 128Go sim,Neuf,iPhone,700 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4bfea28e8cb4722bb41eb97b3c623800/-/horizon-files-prod/ed/picture/qkr8znp8/d4ec82012d8d670b60c197bc004497368040d9e6.jpg
Pixel 8a 128go scellé,Neuf,Google,265 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa2b0f3dc39fcb71478c477c42038594/-/horizon-files-prod/ed/picture/q8v47r9j/2ee446c3efc93aeea4da246a2be669582a0e29d7.jpg
Redmi Note 13 Pro+ 5G - 512Go Ram 12Go - Caméra 200Mp,Neuf,Xiaomi,260 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cac1bf82c96994f2356a1dbba41bee20/-/horizon-files-prod/ed/picture/q56dk27r/73b48226056f4bcaccd4ea6bc0b497ebfa9d8095.jpg
Fold 3 256GB 2SIM,Neuf,Samsung,350 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/091e18d5cd1a8726cd4a89d99d6f1531/-/horizon-files-prod/ed/picture/qwe2kgm4/2e46bbb88674c41cb93b0d20221cba26da2e27bd.jpg
iPhone 16 pro max 512giga neuf scellé authentique,Neuf,iPhone,925 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed392e518c309e65aff1c4efa1b14ef3/-/horizon-files-prod/ed/picture/q6xdj28g/438b1e05fe7ff9cb56d5dccb16f09ba3c0a9855a.jpg
Vente Huawei Pura 70 Ultra,Neuf,Huawei,585 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81493225ec0e2681a85cc97bfecc4b12/-/horizon-files-prod/ed/picture/q0g7vkjw/64424efec8a5315997c71abcda8e5d98bcfc3a64.jpg
Vente Vivo V40 SE 5G,Neuf,Viwa,145 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/153169c6b83f5a3c64cbe8be132deff3/-/horizon-files-prod/ed/picture/qde7m470/1e227d90ee82d51239d10bca658426fcf87c8bd3.jpg
Samsung Galaxy  Fold 4,Neuf,Samsung,475 000,Grand-Dakar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94191430cd555ee959e51f492e7366df/-/horizon-files-prod/ed/picture/q44n77g8/8107aac546b78252a4cddd088d3867c493cbdec1.jpg
iPhone 14 Pro 256 GO,Neuf,iPhone,500 000,Fann Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b64b880a2ebc0dbcdeeafcb2867c318b/-/horizon-files-prod/ed/picture/q9mjvddx/26e85757e598745789a026b3fc638d51d079b9d0.jpg
Xr-128GB,Neuf,iPhone,140 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef65e00a4773be23bf38033117b7c2bf/-/horizon-files-prod/ed/picture/qzvp05jq/67e49806998d0ce3e70c93200e287546c6a219a6.jpg
iPhone 16 plus 128 giga scellé,Neuf,iPhone,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc52efae902474194c728fbf87182968/-/horizon-files-prod/ed/picture/qwep65rk/d5167a60d5fa7e3a4b1d1e4908bc0fe350ecd5a1.jpg
iPhone 16 pro max 256 go,Neuf,iPhone,880 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/acebcd1107b9973c427ba9e5c64cc36b/-/horizon-files-prod/ed/picture/qv4w90vx/5281d7b79687c8491a6db1b048ae6c9a832bfdd2.jpg
iPhone 16 simple 128 go SIM,Neuf,iPhone,550 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e9b93a9a3b427a49c81e0f7686034a5/-/horizon-files-prod/ed/picture/qwepxjq6/9bbee06e777d837b9186b613e9fb5b16d8640910.jpg
Iphone 15 Plus,Neuf,iPhone,669 993,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b21de722dd23d34e60661f70e2d7b5d1/-/horizon-files-prod/ed/picture/qdeknngr/18f04ec434e51405d61dbb602e0a0eaefd6978b5.jpg
iPhone 14,Neuf,iPhone,370 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/049b446f3cb73f6a31391f19556be2db/-/horizon-files-prod/ed/picture/q44nrz5m/bffe2898c18cf52a3c43bacda7467d458112aea3.jpg
SAMSUNG S24 ULTRA,Neuf,Samsung,560 000,Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d497dfde794806fa61514ecc8fad49a7/-/horizon-files-prod/ed/picture/q56dk5r0/912f0b4d59e1293da4a59bc8ed3a50f6cb904292.jpg
Samsung galaxy A06 neuf 128go ram 4go,Neuf,Samsung,63 500,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec0362e28b230d7465cd453272f3d5d5/-/horizon-files-prod/ed/picture/q56dkrgg/95f17ee1e234efb26153d8225661d5344cafd8cc.jpg
Honor Magic V2 512Go,Neuf,Honor,730 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1658150e18ac0c7133e973307a8742ed/-/horizon-files-prod/ed/picture/q44ngmj5/449682f2bd11eb2de9c0e506d61969b30198343b.jpg
Huawei p30 pro scelle 256go ram 8,Neuf,Huawei,139 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/952077219e02d23bf225d6b5430d4fb4/-/horizon-files-prod/ed/picture/qm5gwnd9/bd1ddb36b43a6bb8327edaaf348af0887101213c.jpg
Fold 6,Neuf,Samsung,"729 900

749 900

Économisez2.7%",Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af528d7d747af6886ae8395a83ff8243/-/horizon-files-prod/ed/picture/q2j0xg8k/585a6445690cc7edfadb2795d9f9e3f314220652.jpg
SAMSUNG GALAXY A 16,Neuf,Samsung,93 000,Guediawaye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bf76f7ea57f9532fcbbbb38c1f7767e/-/horizon-files-prod/ed/picture/qngpk22w/685ed5d087753a88cb30503d3886e651829ea102.jpg
TECNO CAMON 30S 128gb,Neuf,Tecno,120 000,Guediawaye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/988a51805757eb38b359be2ec0777e08/-/horizon-files-prod/ed/picture/qq428j0z/fffe6ea8f13ea348332941a401467bff74007839.jpg
Samsung Fold 3 scellé,Neuf,Samsung,330 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/362de05e1d7a31786cef25679673e53a/-/horizon-files-prod/ed/picture/qrz8x6m4/1a23874dd60139de31201fb00f4707ae077f8d72.jpg
Google Pixel 9 256GB,Neuf,Google,499 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3eb72139707a9fce14dd09f0898ba002/-/horizon-files-prod/ed/picture/qv4w0662/ace916769f63bbc212b14cbb10ff206fe2ab9bde.jpg
iPhone 13 Simple 128Giga,Neuf,iPhone,265 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae63f0ee3aa8d25159a4dea9921f4af4/-/horizon-files-prod/ed/picture/qj4q25wg/42679e9b464a08ef69edb01ae6f144ccd01071f7.jpg
iPhone 15 Plus,Neuf,iPhone,530 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7e18f37a9a1ff2e53a863a0c583883f7/-/horizon-files-prod/ed/picture/qm5gkqg9/06d2524f900532f1e23498a0fe60384f1f445387.jpg
GALAXY SAMSUNG 256GB RAM8 ZFLIP4,Neuf,Samsung,580 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8fb65d203a374d7f79159882fa3f63c3/-/horizon-files-prod/ed/picture/qgqw647r/d7b68e4fb22f3d43ae6c48f1805d5c2fdf1aaca9.jpg
Z flip4 128,Neuf,Samsung,165 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d6d15a760876fc6c37a4a29f5e185eb/-/horizon-files-prod/ed/picture/q44ngrpe/26c22dccf6bfe1ba5d043cb52b864c0c64f1ad6f.jpg
Iphone 16 128Go SIM Physique scéllé,Neuf,iPhone,499 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88aa7cdc4db08971f31676666ea9e350/-/horizon-files-prod/ed/picture/qq42rw6j/0bc66ab9f915400b6e788969d63569cdca912e05.jpg
Z flip3 128giga,Neuf,Samsung,135 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c64b1a07256076c3555e58cccb855e02/-/horizon-files-prod/ed/picture/qzvp0rx6/be242ec2dcd47c4489da68999c4dee44a184d03a.jpg
iPhone 16 Pro Max 256GB SIM,Neuf,iPhone,"875 000

899 000

Économisez2.7%",Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d351380abcdb614fbc6e6c69c3072c8/-/horizon-files-prod/ed/picture/qpdmnndr/3b60fd9b8fd294cf17e3a91f3ac5a5d8b237e89d.jpg
IPHONE 16 PRO 256GO MAX NEUF,Neuf,iPhone,950 000,Almadies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74edf46bfac71225c151c5bbcee2f53c/-/horizon-files-prod/ed/picture/qrz8xnm9/84623422e4d1d7b779d9abc9548adc6340f1875f.jpg
Xiaomi redmi 14c neuf 256go ram 16go,Neuf,Xiaomi,80 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ea58ae0ac77abe8cfc569782bb8bdab/-/horizon-files-prod/ed/picture/qv4wrzpv/f8335a77b723380704c1e9f40b84028e5ea5f526.jpg
Xiaomi Redmi 13c 256go ram 8go,Neuf,Xiaomi,75 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf1a38cbe2af4249f0b603f745650c1f/-/horizon-files-prod/ed/picture/qngp2gjw/e7c4b0b143cadda71ab3c0c46ee3dcb7ffb08009.jpg
Xiaomi Redmi note 13pro neuf 256go ram 8go,Neuf,Xiaomi,140 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4490816aba4710e232b5487e85ee23e/-/horizon-files-prod/ed/picture/q78wrmxd/bd6f1a53490e1aa2fd06464b58a6d05d27318037.jpg
Huawei y9 sceller neuf 128go,Neuf,Huawei,65 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c51368d4ad9c970804a631105f5a94bc/-/horizon-files-prod/ed/picture/q2j0kz8d/a4225f038c9f3f81ddbcc68c33ce5bd268a41231.jpg
iPhone 16 Pro Max 256 Go,Neuf,iPhone,850 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99d2a95f0e45f943b2156b64095efa18/-/horizon-files-prod/ed/picture/qj4q06e8/fe8912bffdeb0528b111c28de254947f218d2ea3.jpg
iPhone 16 Plus 256Go scellé Sim physique,Neuf,iPhone,680 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b758e477a1a5c638fa3d4b7ff819bdf6/-/horizon-files-prod/ed/picture/qwep6r4j/4f504e7b0330d2628e6b14bce646f5239b0f6866.jpg
IPHONE XR 64GB,Neuf,iPhone,110 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c9b41d5a2f2db5a1f9750445ef03630/-/horizon-files-prod/ed/picture/q9mjx9vv/b45d57152a6354aee85934d727e8ece6ed860432.jpg
SAMSUNGS NEUFS DANS LEURS BOITES,Neuf,Samsung,1,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6298d1ca8ce628f124e7190b8adf0eab/-/horizon-files-prod/ed/picture/q8v475nx/499745376a7a6ffc0f96ef049500933ece107732.jpg
Samsung A05 - 64Go Ram 4Go - Photo 50+2 Mpxq,Neuf,Samsung,52 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2256706d9810adee172a66762f1754bf/-/horizon-files-prod/ed/picture/qdek4g00/a8ab53b42cbbf2808288057dd7d12caf35873905.jpg
